date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2020-11-21,269,1.25,1.0,18,.,562,705.0,275
2020-11-21,69,0.61,0.0,0,Alpha (B.1.1.7-like),107,65.0,38
2020-11-22,373,1.22,1.0,27,.,839,1024.0,439
2020-11-22,141,0.55,0.0,0,Alpha (B.1.1.7-like),230,127.0,89
2020-11-22,0,3.0,3.0,0,Epsilon (B.1.427-like),1,3.0,1
2020-11-22,1,1.0,1.0,0,Epsilon (B.1.429-like),2,2.0,1
2020-11-23,402,1.53,1.0,48,.,839,1286.0,389
2020-11-23,19,0.46,0.0,0,Alpha (B.1.1.7-like),28,13.0,9
2020-11-23,3,1.42,1.5,0,Epsilon (B.1.429-like),12,17.0,9
2020-11-23,1,1.0,1.0,0,Epsilon (B.1.427-like),2,2.0,1
2020-11-24,177,1.97,1.0,37,.,387,764.0,173
2020-11-24,9,0.55,0.0,0,Alpha (B.1.1.7-like),11,6.0,2
2020-11-24,5,1.22,0.0,0,Epsilon (B.1.427-like),9,11.0,4
2020-11-24,2,1.33,0.0,0,Epsilon (B.1.429-like),3,4.0,1
2020-11-24,4,1.12,1.0,0,Beta (B.1.351-like),16,18.0,12
2020-11-25,295,1.62,0.0,37,.,563,912.0,231
2020-11-25,8,0.69,0.0,0,Alpha (B.1.1.7-like),13,9.0,5
2020-11-25,4,1.29,0.0,0,Epsilon (B.1.429-like),7,9.0,3
2020-11-25,2,1.75,1.0,0,Beta (B.1.351-like),8,14.0,6
2020-11-25,0,3.5,3.5,0,Epsilon (B.1.427-like),2,7.0,2
2020-11-26,212,1.33,1.0,18,.,432,575.0,202
2020-11-26,47,0.69,0.0,0,Alpha (B.1.1.7-like),86,59.0,39
2020-11-26,2,0.0,0.0,0,Beta (B.1.351-like),2,0.0,0
2020-11-26,1,2.0,2.0,0,Epsilon (B.1.429-like),2,4.0,1
2020-11-27,270,1.72,1.0,39,.,585,1006.0,276
2020-11-27,40,0.62,0.0,0,Alpha (B.1.1.7-like),74,46.0,34
2020-11-27,0,16.0,16.0,1,A.23.1-like,1,16.0,0
2020-11-27,0,26.0,26.0,1,Delta (B.1.617.2-like),1,26.0,0
2020-11-27,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2020-11-27,0,5.0,5.0,0,Beta (B.1.351-like),1,5.0,1
2020-11-27,3,0.0,0.0,0,Epsilon (B.1.427-like),3,0.0,0
2020-11-28,42,0.61,0.0,0,Alpha (B.1.1.7-like),71,43.0,29
2020-11-28,143,1.79,0.0,26,.,270,483.0,101
2020-11-28,3,1.0,0.0,0,Epsilon (B.1.427-like),5,5.0,2
2020-11-28,2,1.33,1.0,0,Epsilon (B.1.429-like),6,8.0,4
2020-11-29,27,0.62,0.0,0,Alpha (B.1.1.7-like),48,30.0,21
2020-11-29,146,2.01,1.0,25,.,302,608.0,131
2020-11-29,4,0.67,0.0,0,Epsilon (B.1.427-like),6,4.0,2
2020-11-29,5,1.18,1.0,0,Epsilon (B.1.429-like),11,13.0,6
2020-11-30,264,2.35,1.0,65,.,683,1608.0,354
2020-11-30,14,0.6,0.0,0,Alpha (B.1.1.7-like),25,15.0,11
2020-11-30,3,1.38,1.0,0,Epsilon (B.1.427-like),13,18.0,10
2020-11-30,6,1.63,1.0,0,Epsilon (B.1.429-like),27,44.0,21
2020-12-01,280,2.59,1.0,85,.,703,1824.0,338
2020-12-01,16,0.54,0.0,0,Alpha (B.1.1.7-like),24,13.0,8
2020-12-01,0,2.33,2.0,0,Beta (B.1.351-like),3,7.0,3
2020-12-01,9,1.97,2.0,0,Epsilon (B.1.429-like),34,67.0,25
2020-12-01,5,1.96,2.0,0,Epsilon (B.1.427-like),23,45.0,18
2020-12-02,247,2.37,1.0,66,.,647,1531.0,334
2020-12-02,30,0.75,0.0,0,Alpha (B.1.1.7-like),55,41.0,25
2020-12-02,10,1.3,1.0,0,Epsilon (B.1.429-like),30,39.0,20
2020-12-02,7,0.79,0.5,0,Epsilon (B.1.427-like),14,11.0,7
2020-12-02,0,4.0,4.0,0,Beta (B.1.351-like),2,8.0,2
2020-12-03,252,1.69,1.0,29,.,527,888.0,246
2020-12-03,20,0.61,0.0,0,Alpha (B.1.1.7-like),38,23.0,18
2020-12-03,3,1.0,0.0,0,Epsilon (B.1.429-like),5,5.0,2
2020-12-03,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2020-12-03,0,12.0,12.0,1,Zeta (P.2-like),1,12.0,0
2020-12-03,0,3.0,3.0,0,Epsilon (B.1.427-like),1,3.0,1
2020-12-04,58,0.81,1.0,0,Alpha (B.1.1.7-like),120,97.0,62
2020-12-04,185,1.96,1.0,35,.,445,873.0,225
2020-12-04,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2020-12-04,0,2.25,2.5,0,Beta (B.1.351-like),4,9.0,4
2020-12-04,0,1.0,1.0,0,Epsilon (B.1.427-like),1,1.0,1
2020-12-04,0,13.0,13.0,1,Zeta (P.2-like),1,13.0,0
2020-12-05,155,1.87,1.0,30,.,353,660.0,168
2020-12-05,37,0.77,1.0,0,Alpha (B.1.1.7-like),75,58.0,38
2020-12-05,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2020-12-05,1,2.0,2.0,0,Beta (B.1.351-like),2,4.0,1
2020-12-05,0,1.0,1.0,0,Epsilon (B.1.427-like),1,1.0,1
2020-12-06,242,1.42,1.0,20,.,582,825.0,320
2020-12-06,25,0.72,0.5,0,Alpha (B.1.1.7-like),50,36.0,25
2020-12-06,0,18.0,18.0,3,A.23.1-like,3,54.0,0
2020-12-06,0,7.5,8.0,2,Beta (B.1.351-like),4,30.0,2
2020-12-06,0,5.0,5.0,0,Epsilon (B.1.429-like),1,5.0,1
2020-12-06,0,1.0,1.0,0,Epsilon (B.1.427-like),1,1.0,1
2020-12-07,373,1.72,1.0,62,.,829,1425.0,394
2020-12-07,119,0.83,1.0,0,Alpha (B.1.1.7-like),250,208.0,131
2020-12-07,0,2.8,2.0,0,Beta (B.1.351-like),15,42.0,15
2020-12-07,4,0.0,0.0,0,Epsilon (B.1.427-like),4,0.0,0
2020-12-07,2,1.4,2.0,0,Epsilon (B.1.429-like),5,7.0,3
2020-12-08,80,0.85,1.0,0,Alpha (B.1.1.7-like),169,144.0,89
2020-12-08,319,1.62,1.0,46,.,644,1046.0,279
2020-12-08,0,17.0,17.0,1,A.23.1-like,1,17.0,0
2020-12-08,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2020-12-08,1,1.57,1.0,0,Beta (B.1.351-like),7,11.0,6
2020-12-08,2,2.6,2.0,0,Epsilon (B.1.429-like),5,13.0,3
2020-12-08,0,4.6,5.0,0,Epsilon (B.1.427-like),5,23.0,5
2020-12-09,312,2.42,1.0,85,.,844,2040.0,447
2020-12-09,69,0.75,1.0,0,Alpha (B.1.1.7-like),139,104.0,70
2020-12-09,0,14.0,15.0,3,Zeta (P.2-like),3,42.0,0
2020-12-09,1,1.86,2.0,0,Beta (B.1.351-like),7,13.0,6
2020-12-09,7,1.38,0.0,0,Epsilon (B.1.427-like),13,18.0,6
2020-12-09,6,1.57,1.0,0,Epsilon (B.1.429-like),23,36.0,17
2020-12-10,546,1.74,1.0,83,.,1332,2320.0,703
2020-12-10,438,0.71,0.0,0,Alpha (B.1.1.7-like),865,610.0,427
2020-12-10,0,14.5,14.5,2,Zeta (P.2-like),2,29.0,0
2020-12-10,0,15.0,15.0,1,A.23.1-like,1,15.0,0
2020-12-10,9,2.0,1.5,0,Epsilon (B.1.429-like),32,64.0,23
2020-12-10,0,1.67,1.5,0,Beta (B.1.351-like),6,10.0,6
2020-12-10,4,2.0,1.0,1,Epsilon (B.1.427-like),15,30.0,10
2020-12-11,486,2.35,1.0,141,.,1375,3231.0,748
2020-12-11,187,0.65,0.0,0,Alpha (B.1.1.7-like),325,211.0,138
2020-12-11,0,16.0,16.0,1,A.23.1-like,1,16.0,0
2020-12-11,5,0.29,0.0,0,Beta (B.1.351-like),7,2.0,2
2020-12-11,7,2.33,1.0,0,Epsilon (B.1.427-like),27,63.0,20
2020-12-11,18,2.53,2.0,2,Epsilon (B.1.429-like),106,268.0,86
2020-12-12,107,0.78,1.0,0,Alpha (B.1.1.7-like),216,168.0,109
2020-12-12,353,2.78,1.0,146,.,1082,3009.0,583
2020-12-12,0,3.5,3.5,0,Beta (B.1.351-like),4,14.0,4
2020-12-12,0,16.33,16.0,3,A.23.1-like,3,49.0,0
2020-12-12,33,1.59,1.0,0,Epsilon (B.1.429-like),119,189.0,86
2020-12-12,17,1.74,1.0,0,Epsilon (B.1.427-like),50,87.0,33
2020-12-13,326,2.19,1.0,74,.,831,1818.0,431
2020-12-13,262,0.71,0.0,0,Alpha (B.1.1.7-like),493,348.0,231
2020-12-13,0,16.0,16.0,1,A.23.1-like,1,16.0,0
2020-12-13,11,1.38,1.0,0,Epsilon (B.1.429-like),40,55.0,29
2020-12-13,5,1.14,1.0,0,Epsilon (B.1.427-like),22,25.0,17
2020-12-14,623,2.24,1.0,164,.,1534,3441.0,747
2020-12-14,295,0.66,0.0,0,Alpha (B.1.1.7-like),547,362.0,252
2020-12-14,0,16.0,16.0,4,A.23.1-like,4,64.0,0
2020-12-14,0,2.82,2.0,0,Beta (B.1.351-like),17,48.0,17
2020-12-14,41,1.53,1.0,0,Epsilon (B.1.429-like),144,221.0,103
2020-12-14,12,1.72,1.0,0,Epsilon (B.1.427-like),32,55.0,20
2020-12-15,313,0.66,0.0,0,Alpha (B.1.1.7-like),550,362.0,237
2020-12-15,512,2.59,1.0,172,.,1264,3273.0,580
2020-12-15,0,14.5,14.5,2,Zeta (P.2-like),2,29.0,0
2020-12-15,0,19.0,19.0,1,Eta (B.1.525-like),1,19.0,0
2020-12-15,0,16.4,16.0,5,A.23.1-like,5,82.0,0
2020-12-15,2,2.19,2.0,0,Beta (B.1.351-like),43,94.0,41
2020-12-15,58,1.36,1.0,0,Epsilon (B.1.429-like),181,247.0,123
2020-12-15,24,1.29,1.0,0,Epsilon (B.1.427-like),62,80.0,38
2020-12-16,433,2.3,1.0,113,.,1060,2441.0,514
2020-12-16,282,0.77,0.0,0,Alpha (B.1.1.7-like),549,422.0,267
2020-12-16,2,2.29,2.0,0,A.23.1-like,7,16.0,5
2020-12-16,0,19.0,19.0,1,Eta (B.1.525-like),1,19.0,0
2020-12-16,0,4.0,4.0,0,Beta (B.1.351-like),4,16.0,4
2020-12-16,45,1.34,1.0,2,Epsilon (B.1.429-like),134,180.0,87
2020-12-16,13,1.07,1.0,0,Epsilon (B.1.427-like),27,29.0,14
2020-12-17,429,0.6,0.0,0,Alpha (B.1.1.7-like),756,457.0,327
2020-12-17,481,1.6,0.0,65,.,933,1496.0,387
2020-12-17,3,2.0,2.0,0,Beta (B.1.351-like),17,34.0,14
2020-12-17,0,5.0,5.0,0,B.1.1.7-like+E484K,1,5.0,1
2020-12-17,0,3.5,3.0,0,A.23.1-like,4,14.0,4
2020-12-17,4,0.8,1.0,0,Epsilon (B.1.427-like),10,8.0,6
2020-12-17,10,1.35,1.0,0,Epsilon (B.1.429-like),34,46.0,24
2020-12-18,482,0.67,0.0,0,Alpha (B.1.1.7-like),826,553.0,344
2020-12-18,353,1.75,1.0,53,.,791,1385.0,385
2020-12-18,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2020-12-18,2,2.0,2.0,0,Beta (B.1.351-like),36,72.0,34
2020-12-18,0,2.0,2.0,0,A.23.1-like,1,2.0,1
2020-12-18,3,0.67,1.0,0,Epsilon (B.1.427-like),9,6.0,6
2020-12-18,2,1.2,1.0,0,Epsilon (B.1.429-like),5,6.0,3
2020-12-19,317,1.32,0.0,23,.,628,829.0,288
2020-12-19,261,0.6,0.0,0,Alpha (B.1.1.7-like),452,273.0,191
2020-12-19,1,2.75,3.5,0,Beta (B.1.351-like),4,11.0,3
2020-12-19,4,0.4,0.0,0,Epsilon (B.1.429-like),5,2.0,1
2020-12-20,292,1.76,1.0,50,.,642,1130.0,300
2020-12-20,240,0.55,0.0,0,Alpha (B.1.1.7-like),389,215.0,149
2020-12-20,2,0.75,0.5,0,A.23.1-like,4,3.0,2
2020-12-20,0,14.0,14.0,1,Zeta (P.2-like),1,14.0,0
2020-12-20,0,2.43,2.0,0,Beta (B.1.351-like),7,17.0,7
2020-12-20,2,1.0,0.0,0,Epsilon (B.1.429-like),3,3.0,1
2020-12-20,1,0.0,0.0,0,Epsilon (B.1.427-like),1,0.0,0
2020-12-21,390,2.21,1.0,98,.,889,1963.0,401
2020-12-21,302,0.58,0.0,0,Alpha (B.1.1.7-like),498,291.0,196
2020-12-21,0,1.5,1.5,0,A.23.1-like,4,6.0,4
2020-12-21,3,2.61,2.0,0,Beta (B.1.351-like),28,73.0,25
2020-12-21,0,41.0,41.0,1,Delta (AY.4.2-like),1,41.0,0
2020-12-21,6,1.24,1.0,0,Epsilon (B.1.427-like),21,26.0,15
2020-12-21,3,1.45,2.0,0,Epsilon (B.1.429-like),11,16.0,8
2020-12-22,274,1.28,0.0,18,.,535,684.0,243
2020-12-22,136,0.66,0.0,0,Alpha (B.1.1.7-like),244,161.0,108
2020-12-22,2,1.89,2.0,0,Beta (B.1.351-like),9,17.0,7
2020-12-22,0,1.0,1.0,0,Epsilon (B.1.427-like),2,2.0,2
2020-12-22,7,0.69,0.0,0,Epsilon (B.1.429-like),13,9.0,6
2020-12-23,121,0.64,0.0,0,Alpha (B.1.1.7-like),204,131.0,83
2020-12-23,169,1.56,1.0,20,.,344,537.0,155
2020-12-23,1,2.0,2.0,0,Beta (B.1.351-like),7,14.0,6
2020-12-23,2,1.33,1.0,0,Epsilon (B.1.429-like),9,12.0,7
2020-12-23,1,2.0,2.0,0,Epsilon (B.1.427-like),5,10.0,4
2020-12-24,184,0.56,0.0,1,Alpha (B.1.1.7-like),313,176.0,128
2020-12-24,161,1.41,0.0,18,.,319,451.0,140
2020-12-24,4,2.21,1.5,1,Beta (B.1.351-like),14,31.0,9
2020-12-24,4,1.5,0.5,0,Epsilon (B.1.427-like),8,12.0,4
2020-12-24,7,0.88,1.0,0,Epsilon (B.1.429-like),16,14.0,9
2020-12-24,0,3.0,3.0,0,A.23.1-like,3,9.0,3
2020-12-25,95,0.77,0.5,0,Alpha (B.1.1.7-like),190,146.0,95
2020-12-25,70,1.99,0.0,13,.,125,249.0,42
2020-12-25,2,1.73,2.0,0,Beta (B.1.351-like),11,19.0,9
2020-12-25,0,2.5,2.5,0,Epsilon (B.1.429-like),2,5.0,2
2020-12-26,171,1.7,1.0,19,.,409,697.0,219
2020-12-26,369,0.75,0.0,0,Alpha (B.1.1.7-like),728,546.0,359
2020-12-26,0,1.25,1.0,0,A.23.1-like,4,5.0,4
2020-12-26,0,15.0,15.0,1,Zeta (P.2-like),1,15.0,0
2020-12-26,0,2.0,2.0,0,Beta (B.1.351-like),9,18.0,9
2020-12-26,1,1.83,1.0,0,Epsilon (B.1.429-like),6,11.0,5
2020-12-26,1,1.0,1.0,0,Epsilon (B.1.427-like),3,3.0,2
2020-12-27,254,0.75,0.0,0,Alpha (B.1.1.7-like),495,373.0,241
2020-12-27,227,1.93,1.0,41,.,495,954.0,227
2020-12-27,0,6.0,6.0,1,A.23.1-like,2,12.0,1
2020-12-27,0,1.0,1.0,0,A.23.1-like+E484K,1,1.0,1
2020-12-27,0,3.4,4.0,0,Beta (B.1.351-like),5,17.0,5
2020-12-27,3,1.29,1.0,0,Epsilon (B.1.429-like),7,9.0,4
2020-12-27,1,1.25,1.0,0,Epsilon (B.1.427-like),4,5.0,3
2020-12-28,177,0.86,1.0,0,Alpha (B.1.1.7-like),390,336.0,213
2020-12-28,196,2.66,1.0,73,.,493,1310.0,224
2020-12-28,0,19.0,19.0,1,Eta (B.1.525-like),1,19.0,0
2020-12-28,1,2.8,2.0,0,Beta (B.1.351-like),15,42.0,14
2020-12-28,0,8.0,8.0,1,A.23.1-like,1,8.0,0
2020-12-28,2,1.84,1.0,0,Epsilon (B.1.429-like),76,140.0,74
2020-12-28,10,1.05,0.5,0,Epsilon (B.1.427-like),20,21.0,10
2020-12-29,259,2.07,1.0,50,.,645,1335.0,336
2020-12-29,413,0.85,1.0,0,Alpha (B.1.1.7-like),929,786.0,516
2020-12-29,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2020-12-29,5,2.06,2.0,0,Beta (B.1.351-like),16,33.0,11
2020-12-29,18,2.12,2.0,0,Epsilon (B.1.429-like),83,176.0,65
2020-12-29,7,1.3,1.0,0,Epsilon (B.1.427-like),20,26.0,13
2020-12-30,165,2.36,1.0,43,.,425,1003.0,217
2020-12-30,209,0.82,1.0,0,Alpha (B.1.1.7-like),429,353.0,220
2020-12-30,0,18.0,18.0,1,Zeta (P.2-like),1,18.0,0
2020-12-30,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2020-12-30,1,2.7,3.0,0,Beta (B.1.351-like),10,27.0,9
2020-12-30,1,1.75,1.0,0,Epsilon (B.1.427-like),4,7.0,3
2020-12-30,1,2.5,2.0,0,Epsilon (B.1.429-like),12,30.0,11
2020-12-30,0,36.0,36.0,1,Omicron (BA.1-like),1,36.0,0
2021-01-01,195,0.85,1.0,0,Alpha (B.1.1.7-like),397,339.0,202
2021-01-01,62,3.11,1.0,26,.,187,582.0,99
2021-01-01,3,2.31,3.0,0,Beta (B.1.351-like),13,30.0,10
2021-01-01,2,2.12,3.0,0,Epsilon (B.1.429-like),8,17.0,6
2021-01-01,0,3.0,3.0,0,Epsilon (B.1.427-like),7,21.0,7
2021-01-02,622,0.87,1.0,0,Alpha (B.1.1.7-like),1359,1184.0,737
2021-01-02,121,2.38,1.0,41,.,398,946.0,236
2021-01-02,2,2.8,3.0,2,Beta (B.1.351-like),25,70.0,21
2021-01-02,0,2.0,2.0,0,A.23.1-like,1,2.0,1
2021-01-02,0,36.5,36.5,2,Delta (B.1.617.2-like),2,73.0,0
2021-01-02,0,1.0,1.0,0,Epsilon (B.1.429-like),2,2.0,2
2021-01-02,3,1.2,1.0,0,Epsilon (B.1.427-like),10,12.0,7
2021-01-02,0,12.0,12.0,1,Zeta (P.2-like),1,12.0,0
2021-01-03,146,2.3,1.0,35,.,465,1071.0,284
2021-01-03,463,0.89,1.0,0,Alpha (B.1.1.7-like),1021,908.0,558
2021-01-03,0,3.0,3.0,0,A.23.1-like+E484K,1,3.0,1
2021-01-03,0,2.8,2.0,0,Beta (B.1.351-like),10,28.0,10
2021-01-03,2,3.19,3.0,1,Epsilon (B.1.429-like),16,51.0,13
2021-01-03,7,1.58,0.0,0,Epsilon (B.1.427-like),12,19.0,5
2021-01-03,0,44.5,44.5,2,Omicron (BA.1-like),2,89.0,0
2021-01-03,0,37.0,37.0,1,Delta (B.1.617.2-like),1,37.0,0
2021-01-04,505,0.82,1.0,0,Alpha (B.1.1.7-like),1066,879.0,561
2021-01-04,1,2.27,2.0,0,Beta (B.1.351-like),11,25.0,10
2021-01-04,216,2.47,1.0,62,.,647,1600.0,369
2021-01-04,0,23.0,23.0,4,Eta (B.1.525-like),4,92.0,0
2021-01-04,0,3.0,3.0,0,B.1.1.7-like+E484K,2,6.0,2
2021-01-04,1,0.0,0.0,0,A.23.1-like+E484K,1,0.0,0
2021-01-04,20,1.53,1.0,0,Epsilon (B.1.429-like),64,98.0,44
2021-01-04,15,1.67,2.0,0,Epsilon (B.1.427-like),48,80.0,33
2021-01-04,0,38.0,38.0,1,Delta (B.1.617.2-like),1,38.0,0
2021-01-05,512,0.77,0.0,0,Alpha (B.1.1.7-like),978,753.0,466
2021-01-05,219,2.42,1.0,57,.,641,1553.0,365
2021-01-05,3,2.25,2.5,0,Beta (B.1.351-like),12,27.0,9
2021-01-05,26,1.79,1.0,0,Epsilon (B.1.429-like),101,181.0,75
2021-01-05,18,1.47,1.0,0,Epsilon (B.1.427-like),57,84.0,39
2021-01-05,0,17.0,17.0,1,Iota (B.1.526-like),1,17.0,0
2021-01-06,252,0.76,0.0,0,Alpha (B.1.1.7-like),497,380.0,245
2021-01-06,137,2.51,1.0,42,.,436,1096.0,257
2021-01-06,0,6.33,7.0,1,A.23.1-like,3,19.0,2
2021-01-06,0,2.8,3.0,0,Beta (B.1.351-like),5,14.0,5
2021-01-06,0,20.0,20.0,2,Eta (B.1.525-like),2,40.0,0
2021-01-06,3,2.4,2.0,0,Epsilon (B.1.429-like),20,48.0,17
2021-01-06,3,1.67,1.0,0,Epsilon (B.1.427-like),18,30.0,15
2021-01-07,415,0.89,1.0,1,Alpha (B.1.1.7-like),888,786.0,472
2021-01-07,133,2.59,1.0,37,.,379,980.0,209
2021-01-07,2,2.25,2.5,0,Beta (B.1.351-like),16,36.0,14
2021-01-07,0,3.0,3.0,0,A.23.1-like,2,6.0,2
2021-01-07,3,1.33,1.0,0,Epsilon (B.1.427-like),12,16.0,9
2021-01-07,4,0.86,0.0,0,Epsilon (B.1.429-like),7,6.0,3
2021-01-08,464,0.83,1.0,0,Alpha (B.1.1.7-like),1034,859.0,570
2021-01-08,119,3.05,1.0,50,.,370,1130.0,201
2021-01-08,0,2.0,2.0,0,B.1.1.7-like+E484K,2,4.0,2
2021-01-08,0,1.5,1.5,0,A.23.1-like,2,3.0,2
2021-01-08,5,2.0,2.0,0,Beta (B.1.351-like),16,32.0,11
2021-01-08,1,0.0,0.0,0,A.23.1-like+E484K,1,0.0,0
2021-01-08,10,1.79,2.0,0,Epsilon (B.1.427-like),24,43.0,14
2021-01-08,4,1.62,1.5,0,Epsilon (B.1.429-like),16,26.0,12
2021-01-09,639,0.84,1.0,0,Alpha (B.1.1.7-like),1363,1141.0,724
2021-01-09,2,1.33,1.0,0,Epsilon (B.1.429-like),21,28.0,19
2021-01-09,153,2.53,1.0,42,.,454,1147.0,259
2021-01-09,1,0.67,1.0,0,A.23.1-like+E484K,3,2.0,2
2021-01-09,1,1.5,1.5,0,Beta (B.1.351-like),4,6.0,3
2021-01-09,0,22.0,22.0,1,Eta (B.1.525-like),1,22.0,0
2021-01-09,0,35.76,36.0,17,Delta (B.1.617.2-like),17,608.0,0
2021-01-09,0,24.0,24.0,1,Gamma (P.1-like),1,24.0,0
2021-01-09,6,1.96,2.0,0,Epsilon (B.1.427-like),26,51.0,20
2021-01-09,0,13.0,13.0,1,Zeta (P.2-like),1,13.0,0
2021-01-09,0,47.0,47.0,1,Omicron (BA.1-like),1,47.0,0
2021-01-10,436,0.85,1.0,0,Alpha (B.1.1.7-like),925,789.0,489
2021-01-10,133,2.77,1.0,46,.,368,1020.0,189
2021-01-10,1,0.75,1.0,0,A.23.1-like+E484K,4,3.0,3
2021-01-10,0,3.4,3.0,0,Beta (B.1.351-like),5,17.0,5
2021-01-10,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-01-10,2,1.0,1.0,0,Epsilon (B.1.429-like),9,9.0,7
2021-01-10,8,1.47,1.0,0,Epsilon (B.1.427-like),17,25.0,9
2021-01-10,0,10.0,10.0,1,Zeta (P.2-like),1,10.0,0
2021-01-10,0,30.0,30.0,2,Delta (B.1.617.2-like),2,60.0,0
2021-01-11,625,0.84,1.0,1,Alpha (B.1.1.7-like),1337,1119.0,711
2021-01-11,213,2.84,1.0,76,.,663,1880.0,374
2021-01-11,1,1.75,2.0,0,Beta (B.1.351-like),8,14.0,7
2021-01-11,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-01-11,2,1.0,1.0,0,A.23.1-like+E484K,4,4.0,2
2021-01-11,0,2.25,2.0,0,A.23.1-like,4,9.0,4
2021-01-11,27,0.72,0.0,0,Epsilon (B.1.427-like),47,34.0,20
2021-01-11,3,2.3,2.0,2,Epsilon (B.1.429-like),37,85.0,32
2021-01-11,0,13.33,14.0,3,Zeta (P.2-like),3,40.0,0
2021-01-11,0,22.0,22.0,1,Gamma (P.1-like),1,22.0,0
2021-01-11,0,43.5,43.5,2,Omicron (BA.1-like),2,87.0,0
2021-01-12,778,0.85,1.0,1,Alpha (B.1.1.7-like),1582,1350.0,803
2021-01-12,237,2.83,1.0,81,.,690,1952.0,372
2021-01-12,4,0.2,0.0,0,A.23.1-like+E484K,5,1.0,1
2021-01-12,12,2.0,2.0,0,Epsilon (B.1.429-like),54,108.0,42
2021-01-12,1,1.9,1.5,0,Beta (B.1.351-like),10,19.0,9
2021-01-12,0,3.2,4.0,0,A.23.1-like,5,16.0,5
2021-01-12,23,0.52,0.0,0,Epsilon (B.1.427-like),33,17.0,10
2021-01-12,0,13.0,13.0,1,Zeta (P.2-like),1,13.0,0
2021-01-13,562,0.73,0.0,0,Alpha (B.1.1.7-like),1040,761.0,478
2021-01-13,175,2.83,1.0,62,.,543,1538.0,306
2021-01-13,3,0.25,0.0,0,B.1.1.7-like+E484K,4,1.0,1
2021-01-13,1,2.38,3.0,0,Beta (B.1.351-like),8,19.0,7
2021-01-13,0,6.0,6.0,1,A.23.1-like,2,12.0,1
2021-01-13,9,1.36,1.0,0,Epsilon (B.1.427-like),25,34.0,16
2021-01-13,0,13.75,14.0,4,Zeta (P.2-like),4,55.0,0
2021-01-13,5,2.33,2.0,0,Epsilon (B.1.429-like),21,49.0,16
2021-01-14,643,0.85,1.0,0,Alpha (B.1.1.7-like),1344,1141.0,701
2021-01-14,180,2.2,1.0,40,.,484,1067.0,264
2021-01-14,1,2.0,1.5,0,Beta (B.1.351-like),4,8.0,3
2021-01-14,2,0.0,0.0,0,A.23.1-like+E484K,2,0.0,0
2021-01-14,0,21.5,21.5,2,Eta (B.1.525-like),2,43.0,0
2021-01-14,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2021-01-14,1,2.18,2.0,0,Epsilon (B.1.429-like),11,24.0,10
2021-01-14,7,0.79,0.5,0,Epsilon (B.1.427-like),14,11.0,7
2021-01-15,750,0.85,1.0,0,Alpha (B.1.1.7-like),1581,1342.0,831
2021-01-15,209,2.4,1.0,49,.,527,1264.0,269
2021-01-15,2,1.5,2.0,0,Beta (B.1.351-like),6,9.0,4
2021-01-15,0,1.0,1.0,0,A.23.1-like+E484K,2,2.0,2
2021-01-15,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2021-01-15,0,21.0,21.0,3,Eta (B.1.525-like),3,63.0,0
2021-01-15,0,3.0,3.0,0,A.23.1-like,1,3.0,1
2021-01-15,14,0.42,0.0,0,Epsilon (B.1.427-like),19,8.0,5
2021-01-15,2,2.0,1.0,0,Epsilon (B.1.429-like),11,22.0,9
2021-01-16,511,0.84,1.0,0,Alpha (B.1.1.7-like),1099,923.0,588
2021-01-16,128,3.31,1.0,73,.,455,1507.0,254
2021-01-16,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-01-16,1,2.82,2.0,0,Beta (B.1.351-like),11,31.0,10
2021-01-16,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2021-01-16,0,33.0,33.0,1,Delta (AY.4-like),1,33.0,0
2021-01-16,12,1.84,1.0,0,Epsilon (B.1.429-like),51,94.0,39
2021-01-16,13,2.0,2.0,0,Epsilon (B.1.427-like),51,102.0,38
2021-01-16,0,15.0,15.0,2,Iota (B.1.526-like),2,30.0,0
2021-01-17,648,0.8,1.0,0,Alpha (B.1.1.7-like),1335,1063.0,687
2021-01-17,126,2.31,1.0,32,.,346,800.0,188
2021-01-17,0,1.0,1.0,0,A.23.1-like+E484K,2,2.0,2
2021-01-17,0,1.5,1.5,0,A.23.1-like,2,3.0,2
2021-01-17,0,17.0,17.0,3,Zeta (P.2-like),3,51.0,0
2021-01-17,0,22.0,22.0,1,Eta (B.1.525-like),1,22.0,0
2021-01-17,0,3.0,3.0,0,B.1.1.7-like+E484K,1,3.0,1
